season,week,home,win,SMU_points,opp,opp_points,opp_games,games,opp_thirdDowns,opp_puntReturnTDs,opp_passesIntercepted,opp_passingTDs,opp_fourthDowns,opp_fumblesRecovered,opp_passAttempts,opp_firstDowns,opp_rushingTDs,opp_penalties,opp_rushingYards,opp_interceptions,opp_totalYards,opp_possessionTime,opp_turnovers,opp_puntReturnYards,opp_passCompletions,opp_penaltyYards,opp_fourthDownConversions,opp_rushingAttempts,opp_puntReturns,opp_interceptionTDs,opp_interceptionYards,opp_netPassingYards,opp_fumblesLost,opp_thirdDownConversions,fourthDownConversions,penalties,turnovers,fumblesLost,thirdDowns,puntReturns,netPassingYards,penaltyYards,fumblesRecovered,passCompletions,fourthDowns,puntReturnYards,rushingAttempts,rushingTDs,thirdDownConversions,rushingYards,totalYards,puntReturnTDs,possessionTime,passAttempts,firstDowns,interceptions,passingTDs,passesIntercepted,interceptionTDs,interceptionYards,opp_kickReturns,opp_kickReturnTDs,opp_kickReturnYards,kickReturnTDs,kickReturnYards,kickReturns,opp_tacklesForLoss,opp_sacks,sacks,tacklesForLoss
2012,12,False,False,14,Rice,36,13,10.0,220.0,1.0,11.0,19.0,17.0,16.0,401.0,306.0,26.0,72.0,2623.0,5.0,5556.0,26749.0,22.0,82.0,236.0,660.0,12.0,625.0,20.0,2.0,159.0,2933.0,17.0,100.0,3.0,52.0,19.0,6.0,157.0,18.0,2520.0,405.0,13.0,234.0,13.0,129.0,300.0,14.0,63.0,1252.0,3772.0,0.0,21083.0,434.0,205.0,13.0,14.0,18.0,6.0,405.0,38.0,1.0,876.0,0.0,573.0,23.0,,,,
2012,13,True,True,35,Tulsa,27,14,11.0,237.0,1.0,12.0,19.0,37.0,15.0,471.0,324.0,41.0,63.0,3440.0,13.0,6400.0,25677.0,24.0,247.0,248.0,586.0,21.0,689.0,30.0,1.0,67.0,2960.0,11.0,91.0,4.0,56.0,21.0,8.0,167.0,18.0,2734.0,443.0,13.0,249.0,14.0,129.0,328.0,16.0,66.0,1355.0,4089.0,0.0,22555.0,461.0,221.0,13.0,14.0,18.0,6.0,405.0,36.0,1.0,959.0,0.0,638.0,27.0,,,,
2013,4,False,False,13,Texas A&M,42,13,2.0,161.0,0.0,17.0,40.0,18.0,5.0,489.0,356.0,33.0,81.0,2406.0,13.0,6999.0,21052.0,21.0,147.0,339.0,690.0,11.0,465.0,22.0,4.0,247.0,4593.0,8.0,81.0,1.0,20.0,2.0,2.0,37.0,5.0,705.0,179.0,0.0,76.0,2.0,69.0,57.0,3.0,16.0,246.0,951.0,1.0,3443.0,110.0,53.0,0.0,1.0,,,,47.0,0.0,1012.0,0.0,175.0,9.0,,,,
2013,5,False,False,17,TCU,48,12,3.0,175.0,0.0,19.0,14.0,15.0,9.0,419.0,213.0,20.0,79.0,1423.0,17.0,4138.0,22489.0,30.0,298.0,240.0,649.0,6.0,403.0,27.0,1.0,195.0,2715.0,13.0,56.0,3.0,36.0,5.0,4.0,53.0,6.0,1046.0,290.0,0.0,117.0,6.0,88.0,74.0,3.0,21.0,339.0,1385.0,1.0,5187.0,177.0,78.0,1.0,2.0,1.0,0.0,12.0,41.0,2.0,1025.0,0.0,235.0,13.0,,,,
2013,6,True,False,52,Rutgers,55,13,4.0,186.0,2.0,8.0,22.0,27.0,10.0,442.0,254.0,17.0,84.0,1684.0,22.0,4747.0,22679.0,30.0,216.0,240.0,699.0,21.0,455.0,21.0,0.0,47.0,3063.0,8.0,65.0,3.0,42.0,10.0,5.0,72.0,8.0,1322.0,331.0,2.0,140.0,6.0,98.0,105.0,3.0,29.0,355.0,1677.0,1.0,6860.0,221.0,93.0,5.0,4.0,1.0,0.0,12.0,48.0,2.0,1057.0,0.0,344.0,18.0,,,,
2013,8,False,True,34,Memphis,29,12,5.0,173.0,0.0,11.0,9.0,27.0,7.0,361.0,212.0,14.0,92.0,1660.0,11.0,3738.0,21542.0,26.0,204.0,206.0,862.0,13.0,438.0,27.0,2.0,269.0,2078.0,15.0,53.0,7.0,47.0,11.0,6.0,95.0,9.0,1806.0,381.0,3.0,185.0,12.0,106.0,133.0,5.0,38.0,429.0,2235.0,1.0,8489.0,292.0,116.0,5.0,9.0,2.0,0.0,12.0,46.0,0.0,1088.0,0.0,404.0,23.0,,,,
2013,9,True,True,59,Temple,49,12,6.0,173.0,1.0,3.0,23.0,23.0,10.0,418.0,249.0,17.0,77.0,1792.0,11.0,4788.0,21782.0,19.0,91.0,235.0,641.0,11.0,422.0,19.0,0.0,10.0,2996.0,8.0,73.0,7.0,50.0,14.0,8.0,110.0,10.0,2127.0,411.0,4.0,212.0,12.0,103.0,166.0,7.0,44.0,568.0,2695.0,1.0,10084.0,335.0,139.0,6.0,11.0,3.0,0.0,31.0,48.0,0.0,927.0,0.0,465.0,27.0,,,,
2013,11,False,False,25,Cincinnati,28,13,7.0,190.0,0.0,13.0,28.0,19.0,8.0,469.0,315.0,28.0,80.0,2190.0,17.0,6137.0,24958.0,28.0,162.0,311.0,752.0,9.0,516.0,30.0,1.0,249.0,3947.0,11.0,92.0,7.0,59.0,17.0,11.0,123.0,11.0,2665.0,486.0,4.0,249.0,12.0,112.0,195.0,11.0,52.0,758.0,3423.0,1.0,11837.0,388.0,173.0,6.0,15.0,3.0,0.0,31.0,33.0,0.0,711.0,0.0,651.0,34.0,,,,
2013,12,True,True,38,UConn,21,12,8.0,184.0,0.0,13.0,16.0,20.0,11.0,439.0,217.0,12.0,56.0,1013.0,18.0,3823.0,22338.0,25.0,62.0,241.0,493.0,11.0,388.0,20.0,1.0,124.0,2810.0,7.0,63.0,8.0,67.0,17.0,11.0,135.0,12.0,3068.0,564.0,5.0,287.0,13.0,112.0,215.0,12.0,57.0,806.0,3874.0,1.0,13455.0,435.0,197.0,6.0,17.0,5.0,0.0,43.0,40.0,0.0,747.0,0.0,699.0,37.0,,,,
2013,13,False,True,16,South Florida,6,12,9.0,172.0,1.0,11.0,7.0,16.0,14.0,357.0,154.0,4.0,102.0,1064.0,16.0,3066.0,20515.0,28.0,198.0,166.0,861.0,5.0,359.0,14.0,1.0,56.0,2002.0,12.0,49.0,9.0,72.0,17.0,11.0,149.0,16.0,3421.0,612.0,5.0,320.0,15.0,125.0,239.0,12.0,61.0,913.0,4334.0,1.0,15129.0,487.0,224.0,6.0,21.0,7.0,1.0,78.0,47.0,0.0,920.0,0.0,782.0,41.0,,,,
2013,14,False,False,0,Houston,34,13,10.0,191.0,0.0,25.0,30.0,17.0,18.0,518.0,282.0,19.0,98.0,1807.0,10.0,5454.0,20556.0,18.0,73.0,299.0,881.0,4.0,435.0,21.0,2.0,305.0,3647.0,8.0,68.0,10.0,73.0,19.0,11.0,163.0,16.0,3650.0,617.0,5.0,348.0,17.0,125.0,269.0,13.0,66.0,964.0,4614.0,1.0,16959.0,528.0,244.0,8.0,22.0,9.0,1.0,81.0,47.0,1.0,1187.0,0.0,782.0,41.0,,,,
2013,15,True,False,13,UCF,17,13,11.0,158.0,0.0,14.0,26.0,8.0,12.0,404.0,291.0,28.0,62.0,2079.0,11.0,5740.0,25072.0,21.0,196.0,269.0,541.0,3.0,471.0,18.0,0.0,112.0,3661.0,10.0,77.0,13.0,83.0,23.0,12.0,183.0,16.0,3862.0,707.0,5.0,375.0,24.0,125.0,303.0,13.0,70.0,1047.0,4909.0,1.0,18855.0,580.0,261.0,11.0,22.0,11.0,1.0,96.0,41.0,0.0,923.0,0.0,853.0,45.0,,,,
2014,2,False,False,6,North Texas,43,12,1.0,181.0,1.0,12.0,13.0,13.0,10.0,332.0,213.0,21.0,63.0,1838.0,13.0,3917.0,22149.0,22.0,298.0,182.0,603.0,6.0,472.0,37.0,2.0,198.0,2079.0,9.0,70.0,0.0,4.0,3.0,2.0,18.0,1.0,91.0,40.0,1.0,21.0,4.0,1.0,25.0,0.0,4.0,-24.0,67.0,0.0,2358.0,40.0,7.0,1.0,0.0,1.0,0.0,10.0,33.0,1.0,767.0,0.0,131.0,5.0,,,,
2014,4,True,False,6,Texas A&M,58,13,2.0,179.0,0.0,5.0,39.0,19.0,8.0,514.0,299.0,20.0,68.0,1949.0,15.0,5920.0,20423.0,20.0,274.0,332.0,663.0,11.0,421.0,21.0,0.0,45.0,3971.0,5.0,73.0,1.0,11.0,8.0,5.0,29.0,3.0,357.0,100.0,1.0,45.0,7.0,-13.0,39.0,0.0,5.0,-14.0,343.0,0.0,3963.0,85.0,23.0,3.0,1.0,1.0,0.0,10.0,52.0,0.0,1170.0,0.0,203.0,13.0,,,,
2014,5,True,False,0,TCU,56,13,3.0,198.0,1.0,26.0,37.0,14.0,14.0,529.0,331.0,32.0,82.0,2689.0,11.0,6929.0,24565.0,22.0,345.0,325.0,752.0,7.0,509.0,35.0,5.0,378.0,4240.0,11.0,85.0,2.0,18.0,8.0,5.0,48.0,3.0,496.0,175.0,1.0,59.0,9.0,-13.0,81.0,0.0,12.0,88.0,584.0,0.0,6078.0,114.0,36.0,3.0,1.0,2.0,0.0,10.0,35.0,1.0,735.0,0.0,328.0,19.0,,,,
2014,6,False,False,24,East Carolina,45,13,4.0,194.0,0.0,14.0,31.0,24.0,5.0,637.0,378.0,28.0,109.0,2094.0,11.0,6929.0,23122.0,23.0,120.0,402.0,1004.0,11.0,433.0,27.0,2.0,132.0,4835.0,12.0,92.0,5.0,24.0,11.0,7.0,66.0,3.0,652.0,225.0,1.0,75.0,14.0,-13.0,126.0,0.0,16.0,177.0,829.0,0.0,7973.0,147.0,53.0,4.0,1.0,2.0,0.0,10.0,47.0,0.0,875.0,0.0,451.0,27.0,,,,
2014,8,True,False,3,Cincinnati,41,13,5.0,177.0,0.0,8.0,35.0,16.0,16.0,491.0,310.0,18.0,59.0,2035.0,14.0,5982.0,22281.0,22.0,79.0,294.0,542.0,11.0,454.0,14.0,0.0,46.0,3947.0,8.0,73.0,10.0,26.0,12.0,7.0,83.0,5.0,991.0,240.0,2.0,117.0,20.0,8.0,144.0,1.0,20.0,228.0,1219.0,0.0,9855.0,214.0,78.0,5.0,3.0,2.0,0.0,10.0,49.0,0.0,961.0,0.0,516.0,30.0,,,,
2014,9,True,False,10,Memphis,48,13,6.0,208.0,0.0,17.0,23.0,14.0,14.0,418.0,294.0,31.0,81.0,2476.0,9.0,5552.0,23357.0,20.0,371.0,262.0,770.0,10.0,594.0,42.0,3.0,170.0,3076.0,11.0,76.0,11.0,33.0,16.0,9.0,97.0,7.0,1169.0,314.0,2.0,137.0,23.0,8.0,168.0,1.0,26.0,326.0,1495.0,0.0,12339.0,251.0,92.0,7.0,3.0,2.0,0.0,10.0,39.0,0.0,866.0,0.0,624.0,34.0,,,,
2014,11,False,False,28,Tulsa,38,12,7.0,203.0,1.0,8.0,23.0,28.0,7.0,481.0,270.0,11.0,78.0,1774.0,18.0,4950.0,22840.0,23.0,127.0,263.0,768.0,11.0,477.0,18.0,1.0,116.0,3176.0,5.0,78.0,13.0,40.0,18.0,9.0,115.0,7.0,1283.0,374.0,3.0,150.0,26.0,8.0,199.0,2.0,33.0,463.0,1746.0,0.0,13990.0,284.0,107.0,9.0,3.0,2.0,0.0,10.0,43.0,0.0,876.0,0.0,624.0,34.0,,,,
2014,12,True,False,13,South Florida,14,12,8.0,174.0,0.0,6.0,11.0,19.0,14.0,364.0,182.0,11.0,75.0,1295.0,11.0,3656.0,20251.0,20.0,126.0,179.0,728.0,9.0,376.0,20.0,1.0,46.0,2361.0,9.0,65.0,14.0,49.0,21.0,10.0,131.0,7.0,1495.0,432.0,4.0,171.0,27.0,8.0,242.0,5.0,41.0,715.0,2210.0,0.0,15770.0,316.0,128.0,11.0,4.0,2.0,0.0,10.0,43.0,0.0,866.0,0.0,677.0,38.0,,,,
2014,13,False,False,7,UCF,53,13,9.0,205.0,0.0,18.0,23.0,25.0,10.0,416.0,265.0,19.0,76.0,1668.0,15.0,4727.0,25414.0,29.0,241.0,233.0,706.0,13.0,526.0,28.0,0.0,115.0,3059.0,14.0,85.0,14.0,52.0,21.0,10.0,142.0,9.0,1684.0,449.0,6.0,193.0,27.0,6.0,264.0,5.0,44.0,783.0,2467.0,0.0,17411.0,347.0,141.0,11.0,5.0,2.0,0.0,10.0,37.0,1.0,957.0,0.0,749.0,41.0,,,,
2014,14,True,False,9,Houston,35,13,10.0,195.0,0.0,19.0,18.0,23.0,11.0,450.0,286.0,28.0,84.0,2390.0,15.0,5383.0,24436.0,22.0,85.0,272.0,771.0,12.0,495.0,16.0,1.0,286.0,2993.0,7.0,79.0,14.0,60.0,26.0,13.0,153.0,11.0,1734.0,488.0,6.0,202.0,27.0,24.0,284.0,6.0,47.0,849.0,2583.0,0.0,18995.0,369.0,145.0,13.0,5.0,4.0,0.0,10.0,44.0,0.0,728.0,0.0,952.0,51.0,,,,
2014,15,False,True,27,UConn,20,12,11.0,164.0,1.0,8.0,12.0,14.0,7.0,340.0,178.0,8.0,74.0,1283.0,12.0,3315.0,20934.0,28.0,81.0,185.0,708.0,8.0,396.0,13.0,1.0,174.0,2032.0,16.0,50.0,14.0,68.0,27.0,14.0,168.0,11.0,1879.0,582.0,6.0,215.0,28.0,24.0,315.0,6.0,51.0,927.0,2806.0,0.0,20706.0,397.0,155.0,13.0,6.0,5.0,0.0,14.0,48.0,0.0,949.0,0.0,1019.0,54.0,,,,
2015,2,True,True,31,North Texas,13,12,1.0,182.0,1.0,4.0,12.0,27.0,14.0,407.0,224.0,7.0,74.0,1904.0,11.0,3841.0,19155.0,25.0,172.0,190.0,681.0,12.0,436.0,20.0,0.0,11.0,1937.0,14.0,59.0,1.0,5.0,2.0,0.0,15.0,,166.0,40.0,0.0,16.0,2.0,,54.0,1.0,7.0,203.0,369.0,,2272.0,24.0,22.0,2.0,2.0,1.0,0.0,32.0,52.0,0.0,1090.0,0.0,144.0,6.0,,,,
2015,3,False,False,37,TCU,56,13,2.0,199.0,1.0,7.0,39.0,15.0,12.0,517.0,358.0,26.0,94.0,2800.0,15.0,7317.0,24464.0,19.0,192.0,326.0,922.0,7.0,561.0,20.0,2.0,133.0,4517.0,4.0,86.0,1.0,11.0,5.0,3.0,30.0,2.0,337.0,90.0,2.0,33.0,4.0,24.0,107.0,3.0,16.0,476.0,813.0,0.0,4422.0,48.0,49.0,2.0,4.0,3.0,0.0,32.0,35.0,0.0,857.0,0.0,178.0,8.0,,,,
2015,5,True,False,23,East Carolina,49,12,4.0,187.0,1.0,8.0,21.0,17.0,8.0,473.0,260.0,19.0,89.0,1600.0,12.0,4975.0,20240.0,19.0,225.0,321.0,825.0,11.0,404.0,24.0,2.0,150.0,3375.0,7.0,80.0,3.0,20.0,7.0,5.0,60.0,5.0,933.0,170.0,2.0,69.0,8.0,43.0,198.0,11.0,26.0,882.0,1815.0,0.0,8336.0,110.0,96.0,2.0,6.0,7.0,0.0,78.0,39.0,0.0,760.0,0.0,338.0,15.0,,,,
2015,6,False,False,28,Houston,49,14,5.0,233.0,1.0,21.0,22.0,26.0,14.0,432.0,332.0,46.0,85.0,3301.0,7.0,6778.0,26314.0,14.0,302.0,285.0,783.0,13.0,669.0,29.0,3.0,342.0,3477.0,7.0,117.0,4.0,24.0,7.0,5.0,74.0,6.0,1222.0,205.0,2.0,89.0,10.0,41.0,228.0,11.0,28.0,922.0,2144.0,0.0,9969.0,148.0,117.0,2.0,9.0,9.0,0.0,82.0,33.0,2.0,777.0,0.0,362.0,16.0,,,,
2015,8,False,False,14,South Florida,38,13,6.0,181.0,0.0,18.0,26.0,19.0,8.0,301.0,263.0,28.0,79.0,3205.0,9.0,5741.0,22018.0,15.0,229.0,179.0,714.0,11.0,592.0,23.0,1.0,226.0,2536.0,6.0,67.0,4.0,31.0,10.0,8.0,90.0,7.0,1470.0,256.0,3.0,110.0,11.0,44.0,267.0,12.0,37.0,1073.0,2543.0,0.0,11850.0,183.0,138.0,2.0,12.0,9.0,0.0,82.0,42.0,1.0,1093.0,0.0,447.0,21.0,,,,
2015,9,True,False,31,Tulsa,40,13,7.0,227.0,0.0,10.0,25.0,26.0,14.0,492.0,332.0,33.0,91.0,2264.0,8.0,6596.0,21632.0,20.0,114.0,305.0,730.0,14.0,591.0,9.0,4.0,325.0,4332.0,12.0,100.0,4.0,37.0,14.0,11.0,110.0,10.0,1703.0,313.0,4.0,130.0,11.0,44.0,311.0,13.0,46.0,1205.0,2908.0,0.0,13938.0,219.0,157.0,3.0,13.0,9.0,0.0,82.0,38.0,0.0,687.0,0.0,591.0,28.0,,,,
2015,10,True,False,40,Temple,60,14,8.0,212.0,1.0,16.0,20.0,23.0,6.0,439.0,271.0,25.0,81.0,2096.0,8.0,5134.0,27660.0,19.0,294.0,250.0,773.0,11.0,517.0,30.0,2.0,301.0,3038.0,11.0,87.0,5.0,38.0,16.0,12.0,127.0,11.0,2025.0,323.0,4.0,153.0,14.0,38.0,343.0,13.0,53.0,1289.0,3314.0,0.0,15515.0,265.0,180.0,4.0,17.0,9.0,0.0,82.0,40.0,1.0,810.0,0.0,788.0,35.0,,,,
2015,11,False,False,14,Navy,55,13,9.0,178.0,0.0,12.0,9.0,26.0,15.0,122.0,272.0,53.0,40.0,4247.0,2.0,5527.0,25587.0,8.0,67.0,64.0,339.0,24.0,748.0,11.0,0.0,93.0,1280.0,6.0,89.0,6.0,43.0,18.0,13.0,139.0,12.0,2237.0,376.0,4.0,171.0,16.0,49.0,381.0,16.0,56.0,1474.0,3711.0,0.0,17193.0,295.0,200.0,5.0,18.0,9.0,0.0,82.0,32.0,0.0,775.0,1.0,974.0,43.0,,,,
2015,12,True,True,49,Tulane,21,12,10.0,184.0,0.0,8.0,18.0,16.0,8.0,403.0,195.0,11.0,70.0,1389.0,10.0,3804.0,20396.0,15.0,88.0,205.0,641.0,5.0,397.0,15.0,0.0,100.0,2415.0,5.0,63.0,7.0,47.0,20.0,13.0,149.0,12.0,2361.0,421.0,4.0,180.0,19.0,49.0,412.0,17.0,59.0,1618.0,3979.0,0.0,18657.0,319.0,215.0,7.0,19.0,9.0,0.0,82.0,48.0,0.0,859.0,1.0,1184.0,51.0,,,,
2015,13,False,False,0,Memphis,63,13,11.0,209.0,1.0,12.0,30.0,18.0,10.0,465.0,322.0,29.0,98.0,2333.0,5.0,6330.0,23673.0,14.0,224.0,311.0,946.0,10.0,563.0,28.0,2.0,156.0,3997.0,9.0,101.0,7.0,61.0,20.0,13.0,164.0,13.0,2556.0,544.0,4.0,198.0,19.0,41.0,456.0,23.0,69.0,1941.0,4497.0,0.0,20722.0,344.0,236.0,7.0,19.0,9.0,0.0,82.0,44.0,0.0,985.0,1.0,1203.0,53.0,,,,
2016,2,False,False,13,Baylor,40,13,1.0,222.0,0.0,12.0,33.0,46.0,10.0,480.0,330.0,25.0,129.0,3143.0,15.0,6795.0,21071.0,27.0,223.0,269.0,1068.0,26.0,628.0,23.0,2.0,310.0,3652.0,12.0,94.0,0.0,7.0,1.0,0.0,14.0,1.0,300.0,60.0,0.0,13.0,1.0,5.0,46.0,1.0,8.0,272.0,572.0,0.0,1865.0,27.0,23.0,1.0,3.0,3.0,0.0,15.0,35.0,0.0,670.0,0.0,68.0,3.0,97.0,32.0,5.0,6.0
2016,4,True,False,3,TCU,33,13,3.0,198.0,1.0,8.0,18.0,17.0,8.0,503.0,296.0,30.0,88.0,2535.0,14.0,6021.0,21931.0,20.0,227.0,295.0,797.0,10.0,488.0,23.0,1.0,80.0,3486.0,6.0,80.0,0.0,16.0,7.0,1.0,49.0,3.0,738.0,160.0,1.0,49.0,2.0,9.0,131.0,3.0,19.0,734.0,1472.0,0.0,5333.0,103.0,69.0,6.0,4.0,9.0,1.0,140.0,44.0,0.0,1025.0,0.0,174.0,9.0,85.0,43.0,8.0,13.0
2016,5,False,False,20,Temple,45,14,4.0,190.0,0.0,12.0,22.0,23.0,10.0,403.0,297.0,31.0,75.0,2466.0,13.0,5790.0,28175.0,19.0,190.0,232.0,604.0,10.0,564.0,20.0,0.0,130.0,3324.0,6.0,79.0,0.0,22.0,9.0,1.0,67.0,4.0,982.0,191.0,1.0,68.0,2.0,15.0,165.0,3.0,27.0,810.0,1792.0,0.0,7036.0,138.0,84.0,8.0,4.0,10.0,1.0,136.0,32.0,0.0,660.0,0.0,254.0,14.0,103.0,39.0,10.0,17.0
2016,6,False,False,40,Tulsa,43,13,5.0,210.0,0.0,10.0,33.0,15.0,11.0,449.0,373.0,33.0,78.0,3410.0,12.0,6841.0,23165.0,21.0,224.0,267.0,684.0,9.0,667.0,28.0,3.0,184.0,3449.0,9.0,97.0,3.0,30.0,13.0,3.0,87.0,7.0,1181.0,254.0,2.0,90.0,7.0,31.0,197.0,3.0,32.0,899.0,2080.0,0.0,8827.0,182.0,100.0,10.0,6.0,12.0,2.0,205.0,40.0,0.0,810.0,0.0,393.0,22.0,81.0,31.0,12.0,24.0
2016,8,True,True,38,Houston,16,13,6.0,233.0,0.0,7.0,24.0,30.0,11.0,523.0,312.0,29.0,58.0,1912.0,15.0,5764.0,25790.0,25.0,73.0,352.0,554.0,19.0,561.0,19.0,2.0,132.0,3852.0,10.0,109.0,4.0,36.0,13.0,3.0,106.0,8.0,1439.0,335.0,2.0,119.0,9.0,40.0,232.0,5.0,36.0,1053.0,2492.0,0.0,10488.0,234.0,122.0,10.0,8.0,13.0,2.0,250.0,37.0,1.0,783.0,0.0,505.0,28.0,101.0,39.0,16.0,30.0
2016,9,False,True,35,Tulane,31,12,7.0,187.0,0.0,12.0,10.0,36.0,15.0,258.0,208.0,25.0,77.0,2737.0,8.0,4097.0,23322.0,18.0,62.0,109.0,661.0,20.0,591.0,15.0,1.0,216.0,1360.0,10.0,52.0,5.0,42.0,14.0,4.0,122.0,11.0,1667.0,397.0,4.0,135.0,11.0,40.0,272.0,7.0,42.0,1231.0,2898.0,0.0,12266.0,265.0,141.0,10.0,11.0,13.0,2.0,250.0,32.0,1.0,712.0,0.0,531.0,29.0,87.0,29.0,23.0,40.0
2016,10,True,False,7,Memphis,51,13,8.0,196.0,0.0,16.0,34.0,22.0,13.0,477.0,304.0,23.0,82.0,2071.0,10.0,6028.0,21235.0,21.0,175.0,303.0,771.0,13.0,487.0,21.0,3.0,200.0,3957.0,11.0,79.0,5.0,48.0,16.0,4.0,139.0,11.0,1969.0,454.0,4.0,151.0,11.0,40.0,315.0,10.0,52.0,1368.0,3337.0,0.0,13967.0,296.0,163.0,12.0,13.0,14.0,2.0,250.0,49.0,3.0,1249.0,0.0,596.0,32.0,74.0,23.0,25.0,45.0
2016,11,False,True,55,East Carolina,31,12,9.0,193.0,0.0,5.0,26.0,35.0,3.0,554.0,286.0,13.0,60.0,1589.0,12.0,5605.0,21700.0,24.0,18.0,359.0,521.0,21.0,404.0,10.0,0.0,44.0,4016.0,12.0,76.0,5.0,54.0,19.0,6.0,155.0,12.0,2177.0,500.0,4.0,172.0,12.0,46.0,347.0,10.0,58.0,1468.0,3645.0,0.0,15709.0,336.0,182.0,13.0,14.0,14.0,2.0,250.0,54.0,0.0,990.0,0.0,639.0,35.0,54.0,8.0,27.0,55.0
2016,12,True,False,27,South Florida,35,13,10.0,191.0,1.0,15.0,26.0,19.0,11.0,358.0,300.0,47.0,83.0,3709.0,8.0,6650.0,20915.0,17.0,238.0,225.0,763.0,17.0,570.0,24.0,2.0,233.0,2941.0,9.0,84.0,6.0,60.0,19.0,6.0,173.0,12.0,2414.0,560.0,6.0,191.0,13.0,46.0,394.0,12.0,70.0,1708.0,4122.0,0.0,17797.0,368.0,207.0,13.0,17.0,17.0,4.0,412.0,44.0,0.0,857.0,0.0,701.0,39.0,79.0,31.0,29.0,58.0
2016,13,True,False,31,Navy,75,14,11.0,167.0,0.0,7.0,9.0,28.0,11.0,158.0,295.0,61.0,39.0,4342.0,7.0,6136.0,26199.0,16.0,146.0,93.0,341.0,17.0,742.0,15.0,2.0,60.0,1794.0,9.0,91.0,6.0,64.0,22.0,7.0,190.0,14.0,2837.0,584.0,7.0,217.0,14.0,48.0,441.0,12.0,78.0,1863.0,4700.0,0.0,19968.0,410.0,235.0,15.0,20.0,18.0,4.0,416.0,48.0,0.0,1111.0,0.0,792.0,45.0,57.0,20.0,29.0,65.0
2017,2,True,True,54,North Texas,32,14,1.0,194.0,2.0,8.0,32.0,32.0,6.0,519.0,340.0,28.0,69.0,2288.0,15.0,6366.0,25418.0,27.0,198.0,327.0,613.0,18.0,518.0,21.0,0.0,16.0,4078.0,12.0,84.0,2.0,4.0,0.0,0.0,12.0,4.0,222.0,30.0,1.0,12.0,2.0,15.0,48.0,3.0,5.0,243.0,465.0,0.0,1852.0,23.0,25.0,0.0,3.0,1.0,1.0,85.0,47.0,0.0,876.0,0.0,50.0,2.0,76.0,23.0,2.0,8.0
2017,3,False,False,36,TCU,56,14,2.0,199.0,2.0,13.0,28.0,14.0,6.0,430.0,298.0,27.0,89.0,2438.0,8.0,5869.0,25776.0,17.0,347.0,285.0,750.0,5.0,533.0,21.0,2.0,199.0,3431.0,9.0,91.0,3.0,8.0,1.0,0.0,30.0,4.0,616.0,80.0,2.0,34.0,3.0,15.0,82.0,5.0,14.0,342.0,958.0,0.0,3530.0,64.0,45.0,1.0,8.0,3.0,1.0,88.0,27.0,1.0,687.0,0.0,77.0,3.0,92.0,41.0,7.0,15.0
2017,4,True,True,44,Arkansas State,21,12,3.0,180.0,1.0,14.0,38.0,15.0,12.0,512.0,320.0,17.0,94.0,1831.0,17.0,5937.0,20777.0,25.0,370.0,317.0,828.0,5.0,463.0,31.0,1.0,198.0,4106.0,8.0,80.0,4.0,13.0,3.0,0.0,44.0,4.0,955.0,133.0,5.0,52.0,5.0,15.0,112.0,7.0,20.0,466.0,1421.0,0.0,5038.0,102.0,64.0,3.0,10.0,3.0,1.0,88.0,36.0,0.0,676.0,0.0,164.0,8.0,98.0,35.0,10.0,24.0
2017,5,True,True,49,UConn,28,12,4.0,191.0,0.0,6.0,18.0,27.0,5.0,421.0,256.0,17.0,63.0,1752.0,11.0,4982.0,21246.0,19.0,67.0,256.0,586.0,11.0,486.0,10.0,1.0,40.0,3230.0,8.0,76.0,5.0,23.0,3.0,0.0,60.0,4.0,1221.0,223.0,6.0,68.0,6.0,15.0,166.0,11.0,26.0,777.0,1998.0,0.0,7216.0,134.0,95.0,3.0,12.0,4.0,1.0,113.0,51.0,0.0,1054.0,0.0,236.0,11.0,66.0,23.0,13.0,29.0
